2022-03-21/09:02:05		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:15		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:16		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:17		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:18		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:19		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:20		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:21		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:22		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:23		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:24		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:25		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:26		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:27		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:28		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:29		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:30		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:31		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:32		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:33		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:34		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:35		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:36		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:37		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:38		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:39		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:40		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:41		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:42		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:43		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:44		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:45		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:46		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:47		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:48		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:49		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:50		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:51		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:52		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
2022-03-28/13:33:53		 insurance_021119920_010222.csv: File loaded successfully!!
